,ACTIVITY DESC,lon,lat
26560,OTHER SPECIALTY FOOD STORES,-117.17808,32.88011
26561,FAMILY CLOTHING STORES,-117.25486,32.793625
26562,OFFICES OF DENTISTS,-117.23403,32.801285
26563,OTHER PERSONAL CARE SERVICES,-117.23029,32.802124
26564,MANAGEMENT CONSULTING SERVICES,-117.24855,32.81007
26565,NAIL SALONS,-117.24413,32.799065
26566,TOBACCO STORES,-117.24364,32.799164
26567,"PLUMBING, HEATING & AC CONTRACTOR",-117.02309,32.986366
26568,ALL OTHER MISC STORE RETAILERS (EXC TOBACCO),-117.23507,32.80011
26569,ELECTRONICS & APPLIANCE STORES,-117.249084,32.79797
26570,JANITORIAL SERVICES,-117.13438,32.69867
26571,INFORMATION & DATA PROCESSING SERVICES,-117.23613,32.8058
26572,REPAIR & MAINTENANCE,-117.03409,32.96989
26573,"BUILDING, DEVELOPING & GENERAL CONTRACTING",-116.82799,32.738533
26574,OTHER COMPUTER RELATED SERVICES,-117.25313,32.793987
26575,CONVENIENCE STORES,-117.25142,32.79605
26576,COMPUTER SYSTEMS DESIGN & RELATED SERVICES,-117.084694,32.82588
26577,ELECTRICAL CONTRACTORS,-118.03471,33.71483
26578,COMPUTER SYSTEMS DESIGN & RELATED SERVICES,-117.19784,32.855167
26579,TRUCK TRANSPORTATION,-117.10554,32.68666
26580,MASONRY/DRYWALL/INSULATION/TILE CONTRACTORS,-117.85622,33.99998
26581,ELECTRICAL CONTRACTORS,-117.18814,32.895985
26582,ALL OTHER SPECIAL TRADE CONTRACTORS,-117.0885,32.594933
26583,RETAIL SALES VIA INTERNET/WEBSITES,-117.11593,32.833683
26584,MISCELLANEOUS DURABLE GOODS WHSLE,-117.1405,32.837334
26585,SOCIAL ASSISTANCE,-117.15056,32.823612
26586,SOCIAL ASSISTANCE,-117.09775,32.786602
26587,OTHER MISCELLANEOUS STORE RETAILERS,-117.205734,32.75013
26588,R&D IN SOCIAL SCIENCES & HUMANITIES,-117.15704,32.82256
26589,INSURANCE AGENCIES & BROKERAGES,-117.153946,32.826633
26590,"BUILDING, DEVELOPING & GENERAL CONTRACTING",-117.32635,33.12837
26591,OTHER ACTIVITIES RELATED TO REAL ESTATE,-117.23546,32.91737
26592,DIGITAL PRINTING,-117.133575,32.975433
26593,ALL OTHER PERSONAL SERVICES,-117.03934,32.964703
26594,OTHER PERSONAL CARE SERVICES,-117.12893,32.75233
26595,ALL OTHER MISC MFG,-117.04158,32.723404
26596,CHILD DAY CARE SERVICES,-117.08126,32.73651
26597,PET CARE (EXCEPT VETERINARY) SERVICES,-117.018524,32.80398
26598,ALL OTHER SPECIALTY FOOD STORES,-117.235245,32.744312
26599,TAXI SERVICE,-117.16385,32.818314
26600,ALL OTHER TRANSIT & GROUND PASSENGER TRANS,-117.34792,33.22623
26601,MASSAGE TECHNICIAN,-117.08753,32.642994
26602,CONSULTING SERVICES,-117.088234,32.642403
26603,ALL OTHER PERSONAL SERVICES,-117.13826,32.82903
26604,INVESTMENT BANKING & SECURITIES DEALING,-117.06273,32.904808
26605,COMPUTER SYSTEMS DESIGN & RELATED SERVICES,-117.251564,32.74587
26606,OFFICES OF ALL OTH MISC HEALTH PRACTITIONERS,-117.253746,32.73562
26607,REAL ESTATE PROPERTY MANAGERS,-117.11941,32.89383
26608,SWAP MEET VENDOR,-117.214676,32.754192
26609,FULL-SERVICE RESTAURANTS,-117.076454,33.016685
26610,OFFICES OF DENTISTS,-117.090324,32.964375
26611,"INDEPENDENT ARTISTS, WRITERS & PERFORMERS",-117.22288,32.868374
26612,OTHER PERSONAL CARE SERVICES,-117.045235,32.8029
26613,OFFICES OF LAWYERS,-117.190895,32.895752
26614,OFFICES OF DENTISTS,-117.209694,32.87614
26615,TAXI SERVICE,-117.00564,32.718433
26616,INDIVIDUAL & FAMILY SERVICES,-117.14129,32.75094
26617,ALL OTHER MISC MFG,-117.10196,32.823273
26618,TAXI & LIMOUSINE SERVICE,-117.16954,32.909683
26619,OTHER SERVICES TO BUILDINGS & DWELLINGS,-117.121346,32.957157
26620,ADVERTISING & RELATED SERVICES,-117.158264,32.714672
26621,FULL-SERVICE RESTAURANTS,-117.22546,32.719303
26622,OTHER MISCELLANEOUS STORE RETAILERS,-117.188866,32.899208
26623,PETROLEUM PROD WHSLE (EXC BULK STA/TERMINALS),-117.22929,32.72454
26624,GASOLINE STATIONS,-117.22546,32.719303
26625,EDUCATIONAL SUPPORT SERVICES,-117.12376,32.83368
26626,OFFICE ADMINISTRATIVE SERVICES,-117.13126,32.838795
26627,"ALL OTH PROF, SCIENTIFIC & TECHNICAL SERVICES",-117.076744,33.019974
26628,"BUILDING, DEVELOPING & GENERAL CONTRACTING",-117.051315,32.594723
26629,EDUCATIONAL SUPPORT SERVICES,-117.22002,32.903313
26630,FABRICATED METAL PRODUCT MFG,-116.93594,32.556206
26631,"ALL OTH PROF, SCIENTIFIC & TECHNICAL SERVICES",-117.142525,32.753754
26632,FINANCE & INSURANCE,-117.15668,32.77089
26633,PAINTING & WALL COVERING CONTRACTORS,-117.16833,32.72328
26634,BUSINESS SUPPORT SERVICES,-117.08647,32.82449
26635,ADMINISTRATIVE & SUPPORT SERVICES,-117.15208,32.745373
26636,OFFICES OF PT/OT/SPEECH THERAPY & AUDIOLOGY,-117.194885,32.77676
26637,"PROFESSIONAL, SCIENTIFIC & TECHNICAL SERVICES",-117.194885,32.77676
26638,PEDI-CAB (COMPANY),-117.13717,32.694855
26639,OTHER PERSONAL & HOUSEHOLD GOODS R&M,-117.088,32.696777
26640,OTHER SERVICES TO BUILDINGS & DWELLINGS,-117.09445,32.746334
26641,PERSONAL & HOUSEHOLD GOODS R&M,-117.05448,32.669254
26642,SPECIALIZED DESIGN SERVICES,-117.147095,32.73966
26643,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE",-117.08846,32.56887
26644,CONSTRUCTION,-117.10091,32.730236
26645,SPECIALIZED FREIGHT TRUCKING,-117.0977,32.74464
26646,JANITORIAL SERVICES,-117.07339,32.560936
26647,AUTOMOTIVE MECHANICAL & ELECTRICAL R&M,-117.1193,32.694954
26648,"PHOTOGRAPHY STUDIOS, PORTRAIT",-116.97417,32.653275
26649,OTHER PERSONAL SERVICES,-117.07757,32.576485
26650,OTHER FINANCIAL INVESTMENT ACTIVITIES,-117.239365,32.950043
26651,ALL OTHER FINANCIAL INVESTMENT ACTIVITIES,-117.239365,32.950043
26652,ELECTRONIC SHOPPING & MAIL-ORDER HOUSES,-117.05636,32.76169
26653,ELECTRONIC SHOPPING & MAIL-ORDER HOUSES,-117.05192,32.582962
26654,CONSULTING SERVICES,-117.2387,32.732784
26655,GROCERY STORES,-117.16213,32.74826
26656,SNACK & NONALCOHOLIC BEVERAGE BARS,-117.074646,33.020256
26657,LIMITED-SERVICE EATING PLACES,-117.124435,32.685074
26658,SNACK & NONALCOHOLIC BEVERAGE BARS,-117.24556,32.722343
26659,LIMITED-SERVICE EATING PLACES,-117.20272,32.729378
26660,USED MERCHANDISE STORES,-117.23562,32.72301
26661,"ALL OTH PROF, SCIENTIFIC & TECHNICAL SERVICES",-117.160164,32.88878
26662,FULL-SERVICE RESTAURANTS,-117.075836,33.01745
26663,PERIODICAL PUBLISHERS,-117.201706,32.830772
26664,OFFICES OF DENTISTS,-117.242226,32.930717
26665,BUSINESS SUPPORT SERVICES,-117.01676,32.70371
26666,EXAM PREPARATION & TUTORING,-117.02793,32.776325
26667,ALL OTHER PERSONAL SERVICES,-117.061646,33.018658
26668,FOOD SERVICE CONTRACTORS,-117.18506,32.834442
26669,CONSTRUCTION,-117.20464,32.77773
26670,"PIECE GOODS, NOTIONS & OTHER DRY GOODS WHSLE",-117.12695,32.895844
26671,SWAP MEET VENDOR,-117.08641,32.576492
26672,FULL-SERVICE RESTAURANTS,-117.13179,32.748447
26673,TAXI & LIMOUSINE SERVICE,-117.15605,32.90059
26674,SPECIALIZED DESIGN SERVICES,-117.07063,33.01461
26675,OTHER TRAVELER ACCOMMODATION,-117.13281,32.82909
26676,"SCENIC & SIGHTSEEING TRANSPORTATION, WATER",-117.01833,32.844776
26677,ALL OTHER SPECIAL TRADE CONTRACTORS,-117.336914,33.684677
26678,HOME CENTERS,-117.20134,32.7696
26679,JANITORIAL SERVICES,-117.177574,32.772903
26680,OFFICES OF REAL ESTATE AGENTS & BROKERS,-117.265686,32.99515
26681,OTHER TELECOMMUNICATIONS,-117.11672,32.81976
26682,ACCOUNTING/TAX PREP/BOOKKEEP/PAYROLL SERVICES,-116.96049,32.757835
26683,OTHER ACTIVITIES RELATED TO REAL ESTATE,-117.146255,32.76161
26684,AUTOMOTIVE R&M,-117.10768,32.95146
26685,BARBER SHOPS,-117.09058,32.97714
26686,OFFICES OF DENTISTS,-117.11456,32.96034
26687,OFFICES OF DENTISTS,-117.10759,32.951214
26688,RETAIL SALES VIA INTERNET/WEBSITES,-117.21112,32.86789
26689,NONMETALLIC MINERAL PRODUCT MFG,-117.27371,33.03344
26690,BOOK PUBLISHERS,-117.15413,32.929077
26691,PRINTING & RELATED SUPPORT ACTIVITIES,-117.12329,32.89781
26692,FLIGHT TRAINING,-117.17304,32.737446
26693,CONSULTING SERVICES,-117.23696,32.80065
26694,"BUILDING, DEVELOPING & GENERAL CONTRACTING",-117.19621,32.88498
26695,LESSORS OF REAL ESTATE,-117.079285,32.994186
26696,CARPET & UPHOLSTERY CLEANING SERVICES,-117.17454,32.81103
26697,SPORTS & RECREATION INSTRUCTION,-117.09791,32.83088
26698,ENGINEERING SERVICES,-117.123375,32.800663
26699,"INDEPENDENT ARTISTS, WRITERS & PERFORMERS",-117.176956,32.81072
26700,OTHER PERSONAL SERVICES,-116.52109,32.821697
26701,LEGAL SERVICES,-117.129295,32.739433
26702,PAINTING & WALL COVERING CONTRACTORS,-117.16082,33.511826
26703,CIVIC & SOCIAL ORGANIZATIONS,-117.082016,33.020157
26704,COMPUTER SYSTEMS DESIGN & RELATED SERVICES,-117.236115,32.722576
26705,OTHER ACTIVITIES RELATED TO REAL ESTATE,-117.25519,32.795555
26706,OTHER PERSONAL & HOUSEHOLD GOODS R&M,-117.08501,32.70496
26707,WAREHOUSING & STORAGE,-117.15878,32.8805
26708,"TRUCK, UTILITY TRAILER & RV RENTAL & LEASING",-117.16586,32.883793
26709,MANAGEMENT CONSULTING SERVICES,-117.19627,32.859367
26710,ENGINEERING SERVICES,-117.06078,33.033142
26711,TEMPORARY HELP SERVICES,-117.215546,32.85117
26712,CONSULTING SERVICES,-117.24287,32.955585
26713,REAL ESTATE PROPERTY MANAGERS,-117.15507,32.77365
26714,"ALL OTH PROF, SCIENTIFIC & TECHNICAL SERVICES",-117.08934,32.73601
26715,NONSTORE RETAILERS,-117.16893,32.809994
26716,TEMPORARY HELP SERVICES,-116.86867,32.80859
26717,EMPLOYMENT PLACEMENT AGENCIES,-117.15464,32.772297
26718,EMPLOYMENT PLACEMENT AGENCIES,-117.18955,32.834476
26719,USED CAR DEALERS,-117.037506,32.573387
26720,BARBER SHOPS,-117.13016,32.75009
26721,MORTGAGE & NONMORTGAGE BROKERS,-117.236176,32.74546
26722,MORTGAGE & NONMORTGAGE BROKERS,-117.15789,32.71782
26723,ALL OTHER GENERAL MERCHANDISE STORES,-117.11679,32.755238
26724,OTHER MISCELLANEOUS STORE RETAILERS,-117.053246,32.768593
26725,ELECTRICAL CONTRACTORS,-117.02913,33.155884
26726,REAL ESTATE,-117.13275,32.784035
26727,JANITORIAL SERVICES,-117.16483,32.72936
26728,ALL OTHER WOOD PRODUCT MFG,-117.20454,32.83331
26729,LANDSCAPING SERVICES,-117.05889,32.720463
26730,OTHER PERSONAL & HOUSEHOLD GOODS R&M,-117.09358,32.735332
26731,FLORISTS,-117.1464,32.932186
26732,ALL OTHER GENERAL MERCHANDISE STORES,-117.14994,32.755333
26733,ENVIRONMENTAL CONSULTING SERVICES,-117.1015,32.760574
26734,SEMICONDUCTOR & OTH ELECTRONIC COMPONENT MFG,-117.174675,32.888107
26735,TAXI SERVICE,-117.11303,32.690815
26736,TAXI SERVICE,-117.06777,32.81079
26737,ALL OTHER PERSONAL SERVICES,-117.02654,32.718575
26738,ALL OTH HEALTH PRACTITIONERS' OFFICES,-117.23029,32.802124
26739,EXAM PREPARATION & TUTORING,-117.007614,32.796944
26740,BEAUTY SALONS,-117.11823,32.749752
26741,SERVICES TO BUILDINGS & DWELLINGS,-117.08647,32.737366
26742,OTHER SPECIAL TRADE CONTRACTORS,-117.05879,32.622063
26743,"PLUMBING, HEATING & AC CONTRACTOR",-117.04227,32.96293
26744,USED CAR DEALERS,-117.23744,32.916634
26745,NAIL SALONS,-117.23646,32.80075
26746,DIRECT SELLING ESTABLISHMENTS,-117.08807,33.028217
26747,ALL OTHER PERSONAL SERVICES,-116.96052,32.805874
26748,BEAUTY SHOPS - BOOTH RENTAL,-117.23412,32.74325
26749,OTHER PERSONAL SERVICES,-117.08351,32.838314
26750,PHOTOGRAPHIC SERVICES,-117.05552,33.131943
26751,MEDICAL & DIAGNOSTIC LABORATORIES,-117.15814,32.82749
26752,DOCUMENT PREPARATION SERVICES,-117.08626,32.72856
26753,"BUILDING, DEVELOPING & GENERAL CONTRACTING",-117.10153,32.783417
26754,SPORTING GOODS STORES,-117.138,32.89589
26755,"PLUMBING, HEATING & AC CONTRACTOR",-117.221855,32.89685
26756,OTHER MISCELLANEOUS STORE RETAILERS,-117.154434,32.829033
26757,OTHER MISCELLANEOUS STORE RETAILERS,-117.23337,32.91387
26758,OTHER MISCELLANEOUS DURABLE GOODS WHSLE,-117.00374,32.571045
26759,ALL OTHER SPECIAL TRADE CONTRACTORS,-117.22733,32.82475
26760,GENERAL AUTOMOTIVE REPAIR,-117.10152,32.784008
26761,PRINTING & RELATED SUPPORT ACTIVITIES,-116.99705,32.562065
26762,OTHER PLASTICS PRODUCT MFG,-116.971855,32.565968
26763,"PLUMBING, HEATING & AC CONTRACTOR",-117.33169,33.150658
26764,POOL CLEANING & MAINTENANCE,-117.084015,32.647804
26765,OTHER MOTOR VEHICLE DEALERS,-117.2058,32.750053
26766,AUTOMOTIVE R&M,-117.141075,32.890766
26767,METAL & MINERAL (EXCEPT PETROLEUM) WHSLE,-117.15066,32.89086
26768,LESSORS OF NONRES BLDG (EXC MINIWAREHOUSE),-117.15971,32.717815
26769,OTHER PERSONAL SERVICES,-116.9952,33.259735
26770,MISCELLANEOUS STORE RETAILERS,-117.163734,32.713974
26771,"COSMETICS, BEAUTY SUPPLIES & PERFUME STORES",-117.04012,32.54543
26772,ALL OTHER MISC STORE RETAILERS (EXC TOBACCO),-117.04347,32.54543
26773,ACTIVITIES RELATED TO REAL ESTATE,-117.09338,32.95929
26774,INSURANCE AGENCIES & BROKERAGES,-117.19757,32.93082
26775,MOBILE FOOD SERVICES,-117.17768,32.899387
26776,SOCIAL ASSISTANCE,-117.10618,32.763245
26777,"ALL OTH PROF, SCIENTIFIC & TECHNICAL SERVICES",-117.21136,32.809242
26778,OFFICES OF DENTISTS,-117.15261,32.80025
26779,OTHER SERVICES TO BUILDINGS & DWELLINGS,-117.122826,32.767303
26780,"PROFESSIONAL, SCIENTIFIC & TECHNICAL SERVICES",-117.23208,32.937702
26781,MANAGEMENT CONSULTING SERVICES,-117.01847,32.957806
26782,"ALL OTH PROF, SCIENTIFIC & TECHNICAL SERVICES",-117.06881,32.763042
26783,"BUILDING, DEVELOPING & GENERAL CONTRACTING",-117.12542,32.897057
26784,FULL-SERVICE RESTAURANTS,-117.260155,32.808434
26785,FULL-SERVICE RESTAURANTS,-117.11258,32.93702
26786,LANDSCAPING SERVICES,-116.99325,32.828163
26787,CONSUMER GOODS RENTAL,-117.09227,32.739304
26788,OFFICES OF PHYSICIANS,-117.05449,32.77679
26789,INVESTIGATION & SECURITY SERVICES,-117.059265,33.024773
26790,OTHER ACTIVITIES RELATED TO REAL ESTATE,-117.14417,32.912712
26791,"BUILDING, DEVELOPING & GENERAL CONTRACTING",-117.1297,32.926727
26792,CONSTRUCTION,-117.17281,32.9073
26793,ALL OTHER PERSONAL SERVICES,-117.15645,32.901367
26794,ELECTRICAL CONTRACTORS,-116.96548,32.839325
26795,CLOTHING STORES,-117.04347,32.54543
26796,OTH PROFESSIONAL/SCIENTIFIC/TECHNICAL SERVICE,-117.15067,32.82726
26797,ALL OTHER PERSONAL SERVICES,-117.0898,32.957733
26798,"R&D IN PHYSICAL, ENGINEERING & LIFE SCIENCES",-117.23766,32.901066
26799,LESSORS OF RESIDENTIAL BUILDINGS & DWELLINGS,-117.134636,32.743717
26800,"ALL OTH PROF, SCIENTIFIC & TECHNICAL SERVICES",-117.17093,32.72704
26801,SCIENTIFIC R&D SERVICES,-117.23177,32.91211
26802,OFFICES OF REAL ESTATE AGENTS & BROKERS,-117.152794,32.813904
26803,OTHER COMPUTER RELATED SERVICES,-117.2256,32.921474
26804,OTHER ACTIVITIES RELATED TO REAL ESTATE,-117.11219,32.91383
26805,"ALL OTH PROF, SCIENTIFIC & TECHNICAL SERVICES",-117.06472,32.74682
26806,JANITORIAL SERVICES,-117.062904,32.75695
26807,FITNESS & RECREATIONAL SPORTS CENTERS,-117.20721,32.752693
26808,AUTOMOTIVE R&M,-117.16781,32.882046
26809,ACCOUNTING/TAX PREP/BOOKKEEP/PAYROLL SERVICES,-117.077415,32.799324
26810,JANITORIAL SERVICES,-117.17728,32.90062
26811,RETAIL SALES VIA INTERNET/WEBSITES,-117.13671,32.826424
26812,ALL OTHER PERSONAL SERVICES,-117.23366,32.943832
26813,OFFICES OF PT/OT/SPEECH THERAPY & AUDIOLOGY,-117.08339,33.014465
26814,CUSTOM COMPUTER PROGRAMMING SERVICES,-117.0755,33.020374
26815,PAINTING & WALL COVERING CONTRACTORS,-117.201035,32.807465
26816,ALL OTHER AMBULATORY HEALTH CARE SERVICES,-117.162704,32.74992
26817,OTHER MISCELLANEOUS STORE RETAILERS,-117.191536,32.80977
26818,ALL OTHER PERSONAL SERVICES,-117.24678,32.73392
26819,JANITORIAL SERVICES,-117.14673,32.890026
26820,TAXI SERVICE,-116.94071,32.854305
26821,PET CARE (EXCEPT VETERINARY) SERVICES,-117.17986,32.74619
26822,NONSTORE RETAILERS,-117.168655,32.781166
26823,VETERINARY SERVICES,-117.11477,32.9602
26824,PET & PET SUPPLIES STORES,-117.2066,32.752323
26825,ALL OTHER GENERAL MERCHANDISE STORES,-117.092674,32.58406
26826,MARKETING CONSULTING SERVICES,-117.123924,32.74637
26827,PET CARE (EXCEPT VETERINARY) SERVICES,-117.13937,32.74845
26828,"ALL OTH PROF, SCIENTIFIC & TECHNICAL SERVICES",-117.04828,32.793537
26829,PET CARE (EXCEPT VETERINARY) SERVICES,-117.24359,32.744846
26830,ANIMAL FOOD MFG,-117.119484,32.827343
26831,PET & PET SUPPLIES STORES,-117.10287,32.749634
26832,PET & PET SUPPLIES STORES,-117.15488,32.81784
26833,MASSAGE TECHNICIAN,-117.139694,32.891563
26834,OTH SCIENTIFIC & TECHNICAL CONSULTING SERVICE,-117.18708,32.966736
26835,PET & PET SUPPLIES STORES,-117.097466,33.013718
26836,PET & PET SUPPLIES STORES,-117.209595,32.753265
26837,PET & PET SUPPLIES STORES,-117.08241,32.980145
26838,OTHER MISCELLANEOUS STORE RETAILERS,-117.24349,32.980946
26839,PET & PET SUPPLIES STORES,-117.14423,32.912712
26840,PET & PET SUPPLIES STORES,-117.20189,32.82923
26841,PET & PET SUPPLIES STORES,-117.09931,32.790634
26842,ALL OTHER GENERAL MERCHANDISE STORES,-117.201614,32.770035
26843,"BUILDING, DEVELOPING & GENERAL CONTRACTING",-116.96403,32.758045
26844,OTHER PERSONAL SERVICES,-117.157455,32.781475
26845,GRAPHIC DESIGN SERVICES,-117.0889,32.764442
26846,TAX PREPARATION SERVICES,-117.06688,32.765575
26847,JANITORIAL SERVICES,-117.027145,32.74617
26848,"WHOLESALE TRADE, DURABLE GOODS",-117.220085,32.74459
26849,LIMITED-SERVICE EATING PLACES,-117.12929,32.740646
26850,ALL OTHER BUSINESS SUPPORT SERVICES,-117.107285,33.149673
26851,CONSULTING SERVICES,-117.07318,33.035954
26852,REAL ESTATE PROPERTY MANAGERS,-117.17103,32.719067
26853,ACCOUNTING/TAX PREP/BOOKKEEP/PAYROLL SERVICES,-117.08068,32.92182
26854,TAXI & LIMOUSINE SERVICE,-117.14647,32.906986
26855,MORTGAGE & NONMORTGAGE BROKERS,-117.219025,32.815254
26856,NONSTORE RETAILERS,-117.02825,32.74458
26857,"WHOLESALE TRADE, DURABLE GOODS",-117.16785,32.936638
26858,SERVICES TO BUILDINGS & DWELLINGS,-116.974045,32.74605
26859,CONSULTING SERVICES,-117.25098,32.84963
26860,FULL-SERVICE RESTAURANTS,-117.17973,32.8344
26861,SPECIALIZED DESIGN SERVICES,-117.254814,32.797714
26862,SERVICES TO BUILDINGS & DWELLINGS,-117.23852,32.945454
26863,OTHER ACCOUNTING SERVICES,-117.22544,32.845264
26864,ALL OTHER PERSONAL SERVICES,-117.191635,32.89801
26865,OTHER PERSONAL CARE SERVICES,-117.11368,32.940853
26866,"MANAGEMENT, SCI & TECH CONSULTING SERVICES",-117.12923,32.962482
26867,ALL OTHER SPECIAL TRADE CONTRACTORS,-117.196144,32.8298
26868,"INDEPENDENT ARTISTS, WRITERS & PERFORMERS",-117.1475,32.74643
26869,JANITORIAL SERVICES,-117.08098,32.74729
26870,INTERIOR DESIGN SERVICES,-116.99145,32.76376
26871,ACCOUNTING/TAX PREP/BOOKKEEP/PAYROLL SERVICES,-117.19002,32.778957
26872,CUSTOM COMPUTER PROGRAMMING SERVICES,-117.233,32.751465
26873,OTHER ACTIVITIES RELATED TO REAL ESTATE,-117.2318,32.80378
26874,LEGAL SERVICES,-117.20346,32.76238
26875,ALL OTHER SPECIAL TRADE CONTRACTORS,-117.141205,33.139782
26876,OFFICES OF PHYSICIANS,-117.05547,32.786438
26877,OTHER ELECTRONIC & PRECISION EQUIPMENT R&M,-117.16821,32.769688
26878,RESIDENTIAL BUILDING CONSTRUCTION,-117.196785,32.805172
26879,"BUILDING, DEVELOPING & GENERAL CONTRACTING",-116.96313,32.79269
26880,GENERAL AUTOMOTIVE REPAIR,-117.08273,32.757355
26881,ALL OTHER SPECIAL TRADE CONTRACTORS,-117.8848,33.793884
26882,LEGAL SERVICES,-117.159874,32.717815
26883,CONCRETE CONTRACTORS,-117.91915,33.92461
26884,ELECTRICAL CONTRACTORS,-116.98751,32.838684
26885,MANAGEMENT CONSULTING SERVICES,-117.24739,33.0262
26886,ENGINEERING SERVICES,-117.11387,32.912457
26887,OTHER SERVICES TO BUILDINGS & DWELLINGS,-117.04679,32.76619
26888,CHILDREN'S & INFANTS' CLOTHING STORES,-117.259834,32.8085
26889,PHARMACEUTICAL PREPARATION MFG,-117.2419,32.930565
26890,"ARCHITECTURAL, ENGINEERING & RELATED SERVICES",-117.876945,33.669598
26891,MASSAGE THERAPY,-117.09161,32.958122
26892,ADMINISTRATIVE & SUPPORT SERVICES,-117.10835,33.02268
26893,FULL-SERVICE RESTAURANTS,-117.15914,32.7199
26894,OTHER AUTOMOTIVE R&M,-116.96167,32.84714
26895,GASOLINE STATIONS,-117.14994,32.71368
26896,OFFICES OF REAL ESTATE AGENTS & BROKERS,-117.22293,32.922043
26897,ALL OTHER TRANSIT & GROUND PASSENGER TRANS,-117.08656,32.973526
26898,PET CARE (EXCEPT VETERINARY) SERVICES,-117.16379,32.90673
26899,PET CARE (EXCEPT VETERINARY) SERVICES,-117.225716,32.74865
26900,OTHER MISCELLANEOUS STORE RETAILERS,-117.20534,32.750587
26901,PET & PET SUPPLIES STORES,-117.239746,32.80004
26902,PET & PET SUPPLIES STORES,-117.18244,32.820404
26903,VETERINARY SERVICES,-117.07005,32.98748
26904,AUTOMOTIVE R&M,-117.07766,33.015453
26905,"HAIR, NAIL & SKIN CARE SERVICES",-117.11431,32.751854
26906,ALL OTHER PERSONAL SERVICES,-117.17984,32.74171
26907,FOOD SERVICES & DRINKING PLACES,-117.20815,32.87394
26908,SCIENTIFIC R&D SERVICES,-117.22408,32.9009
26909,PRINTING,-117.21099,32.99018
26910,AUTOMOBILE & OTHER MOTOR VEHICLE WHSLE,-117.15817,32.825386
26911,OTHER TRANSPORTATION SUPPORT ACTIVITIES,-117.050735,32.548885
26912,ALL OTHER SPECIAL TRADE CONTRACTORS,-117.04024,32.575897
26913,"LUMBER, PLYWOOD, MILLWORK & WOOD PANEL WHSLE",-116.93397,32.55573
26914,"GIFT, NOVELTY & SOUVENIR STORES",-117.20643,32.729263
26915,RETAIL TRADE,-117.22925,32.82693
26916,"ARCHITECTURAL, ENGINEERING & RELATED SERVICES",-117.161026,32.717804
26917,INFORMATION SERVICES,-117.14903,32.820267
26918,OTHER ACCOUNTING SERVICES,-117.14412,32.822567
26919,OFFICES OF ALL OTH MISC HEALTH PRACTITIONERS,-117.06494,32.81438
26920,OTHER SERVICES TO BUILDINGS & DWELLINGS,-117.03183,32.687946
26921,OTH PROFESSIONAL/SCIENTIFIC/TECHNICAL SERVICE,-117.20268,32.90155
26922,"PROFESSIONAL, SCIENTIFIC & TECHNICAL SERVICES",-117.20087,32.74639
26923,OFFICES OF REAL ESTATE AGENTS & BROKERS,-117.20087,32.74639
26924,LANDSCAPING SERVICES,-117.13405,32.927814
26925,OTHER FINANCIAL INVESTMENT ACTIVITIES,-117.20087,32.74639
26926,JANITORIAL SERVICES,-117.00858,32.792572
26927,LANDSCAPING SERVICES,-117.09228,32.73977
26928,OTHER SERVICES TO BUILDINGS & DWELLINGS,-117.079666,32.73301
26929,LANDSCAPING SERVICES,-117.10924,32.729897
26930,LANDSCAPING SERVICES,-117.07509,32.730896
26931,OTHER PERSONAL SERVICES,-117.08075,32.812603
26932,TOBACCO STORES,-117.25233,32.797268
26933,CONSULTING SERVICES,-117.22361,32.912037
26934,"R&D IN PHYSICAL, ENGINEERING & LIFE SCIENCES",-117.22795,32.870277
26935,MANAGEMENT CONSULTING SERVICES,-117.24066,32.948536
26936,"MANAGEMENT, SCI & TECH CONSULTING SERVICES",-117.14416,32.791473
26937,"R&D IN PHYSICAL, ENGINEERING & LIFE SCIENCES",-117.250305,32.730415
26938,"PROFESSIONAL, SCIENTIFIC & TECHNICAL SERVICES",-117.2394,33.037537
26939,PERSONAL CARE SERVICES,-117.13839,32.954453
26940,PHARMACIES & DRUG STORES,-117.13432,32.896267
26941,OTH PROFESSIONAL/SCIENTIFIC/TECHNICAL SERVICE,-117.238075,32.905212
26942,"ALL OTH PROF, SCIENTIFIC & TECHNICAL SERVICES",-117.207886,32.75591
26943,OFFICES OF REAL ESTATE AGENTS & BROKERS,-117.2107,32.873463
26944,OTHER CONSTRUCTION MATERIAL WHSLE,-116.94233,32.551727
26945,OTH SCIENTIFIC & TECHNICAL CONSULTING SERVICE,-117.19358,32.927914
26946,VOCATIONAL REHABILITATION SERVICES,-117.23579,32.961124
26947,SWAP MEET VENDOR,-117.214676,32.754192
26948,ALL OTHER GENERAL MERCHANDISE STORES,-117.11393,32.916843
26949,"BUILDING, DEVELOPING & GENERAL CONTRACTING",-116.87163,32.71566
26950,REPAIR & MAINTENANCE,-117.06346,33.017025
26951,ALL OTHER SPECIAL TRADE CONTRACTORS,-117.13914,32.83116
26952,GREETING CARD PUBLISHERS,-117.18824,32.833538
26953,ALL OTHER PERSONAL SERVICES,-117.11529,32.903435
26954,BARBER SHOPS - BOOTH RENTAL,-117.12979,32.955803
26955,"BUILDING, DEVELOPING & GENERAL CONTRACTING",-117.099014,32.681812
26956,JANITORIAL SERVICES,-117.08889,32.988647
26957,FULL-SERVICE RESTAURANTS,-117.08215,33.024868
26958,FULL-SERVICE RESTAURANTS,-117.21441,32.754143
